,46
Athol Fugard,1
The Stages of Life,1
Musician,1
Nijmegen Helmet,1
William Schuman,1
Ragtime,1
Dies Irae,1
Last Supper (Tintoretto),1
Stairs,1
Antonello da Messina,1
String symphonies (Mendelssohn),1
Petrarch,1
Andrea del Sarto (poem),1
Richard Serra,1
Venus and Mars,1
Willem,1
List of compositions by Franz Liszt (S.351–S.999),1
Distillation,1
Joseph Wright of Derby,1
Albretcht Durer,1
Symphony on a French Mountain Air,1
Suprematism,1
Grape,1
Pincher Martin,1
Thaïs,1
Guercino,1
"After seeing this painting, an intellectual compared the ""C"" shape traced out by its figures to a plate bent by Augustus the Strong. In this painting, a self-portrait of the artist is holding his left hand at a painful-looking right angle behind his back and holding a young girl's hand with his right. The background of this painting contains a racetrack where the viewer can barely make out the activity of racing horses. In the foreground of this painting, a girl in pink with her back to the viewer is holding a basket full of flowers; at a distance from her, a woman in a red skirt who may be Fernande Olivier sits, far from the rest of the group, next to a pitcher of water. In this painting, a sack-wielding fat man in ",1
El Escorial,1
Nanook of the North,1
Heart transplantation,1
Saint Anthony,1
Francis I of France,1
The Communist Manifesto,1
"Cathedral of St. Matthew the Apostle (Washington, D.C.)",1
Fred Astaire,1
Child,1
Brideshead Revisited,1
"String Quartets, Op. 20 (Haydn)",1
Der,1
Raising the Flag on Iwo Jima,1
Robert Indiana,1
L'italiana in Algeri,1
Arcangelo Corelli,1
Bicycle,1
Gold,1
Rockquiem,1
Bob Dylan,1
Bedroom in Arles,1
Roman emperor,1
Capital asset pricing model,1
Rabindranath Tagore,1
Roscoe Conkling,1
John Brown,1
Olmec,1
Conquistador,1
Symphony No. 41,1
List of Kannada films of the 1930s,1
Les Grandes Baigneuses (Renoir),1
Guerrillero Heroico,1
A Clockwork Orange,1
Lyric,1
Confederate State Capitol building (Arkansas),1
"Anatoly ""Lazy"" Liadov ",1
Lorenzo Da Ponte,1
William Albright (musician),1
Hot n Cold,1
David Mamet,1
French overture,1
Pyongyang,1
Flamenco,1
